Year    Average Temperature
1871	27.830569058656693
1872	28.636876426637173
1873	28.585523727039497
1874	28.10144653916359
1875	28.613509945571423
1876	28.490902890761692
1877	28.716845003267128
1878	29.263409450650215
1879	28.54090552528699
1880	28.17413455992937
1881	28.11172029127677
1882	27.98636731505394
1883	28.261255145072937
1884	27.809677141408127
1885	27.675216818849247
1886	28.297415013114612
1887	27.682426614065964
1888	27.844988716145355
1889	28.754234644273918
1890	28.202812316517036
1891	28.292094523708027
1892	28.304508931934834
1893	28.254137068986893
1894	28.127372664709885
1895	28.07659174501896
1896	28.40983021259308
1897	29.017522799472015
1898	28.677184894680977
1899	28.289019234478474
1900	28.657866023480892
1901	28.737025750180084
1902	27.955355775852997
1903	28.128834252556164
1904	27.77564673125744
1905	27.910181743403275
1906	28.27620554715395
1907	28.125189440945785
1908	27.955142217377823
1909	27.875917504231136
1910	27.726601757109165
1911	27.585622422397137
1912	27.96808606137832
1913	27.550538425644238
1914	27.680056035518646
1915	28.19056747853756
1916	28.234047713379066
1917	27.59983942906062
1918	27.36884709695975
1919	28.180207495888073
1920	28.118043151994545
1921	27.95682258407275
1922	27.668059257169563
1923	27.637228667736053
1924	28.01168132076661
1925	27.666946947574615
1926	28.137534499168396
1927	27.82201545437177
1928	27.980348502596218
1929	28.02743046482404
1930	28.044288372000057
1931	28.22907057404518
1932	27.807174123823643
1933	28.094307728111744
1934	27.949280311663944
1935	28.006522990763187
1936	28.147988078494866
1937	28.26395643254121
1938	28.00376148770253
1939	28.022743865847588
1940	28.010268852114677
1941	28.49245182176431
1942	28.42865663518508
1943	27.994228944182396
1944	28.640753557284672
1945	28.376387926439445
1946	28.268661978344124
1947	28.26651835689942
1948	28.14105298370123
1949	28.160787371297676
1950	28.058459942539532
1951	28.302618876099586
1952	28.34308062742154
1953	28.25886143743992
1954	28.10393690566222
1955	27.920634681979816
1956	27.933682575821877
1957	28.343789378801983
1958	28.61016796529293
1959	28.39249489456415
1960	28.462066764632862
1961	28.032421578963596
1962	28.393621278305847
1963	28.29485148439805
1964	28.495906236271065
1965	28.30345801760753
1966	28.5990467146039
1967	28.499779117604096
1968	28.306164175271988
1969	28.5580244337519
1970	28.459769636392593
1971	28.16807546218236
1972	28.3071618527174
1973	28.836907371878624
1974	28.52101519952218
1975	28.30888380606969
1976	28.42860418309768
1977	28.455296921233337
1978	28.415784324208897
1979	28.675533855954807
1980	28.6059386904041
1981	28.593011115988094
1982	28.509003574649494
1983	28.689254405597847
1984	28.274739573399227
1985	28.38465731839339
1986	28.526455690463383
1987	28.761049618323643
1988	28.851137975851696
1989	28.392648903032143
1990	28.542043266197044
1991	28.97787890334924
1992	28.44058792789777
1993	28.48891609410445
1994	28.53767877817154
1995	28.376399082442124
1996	28.48275328675906
1997	28.60152926047643
1998	28.869132461647194
1999	28.55993727594614
2000	28.548527533809345
2001	28.770698748528957
2002	28.729753089447815
2003	28.750196181237698
2004	28.624429499109585
2005	28.853682744006317
2006	28.661807509760063
2007	28.54440292964379
2008	28.763008852799732
2009	28.783274004856747
2010	29.071689585844677
