1/1871	26.414401441812515
2/1871	26.442804783582687
3/1871	27.073107659816742
4/1871	28.102411687374115
5/1871	28.02843877673149
6/1871	28.088703513145447
7/1871	27.60339704155922
8/1871	28.21918672323227
9/1871	28.649870842695236
10/1871	28.763436287641525
11/1871	28.81311383843422
12/1871	27.767956107854843
1/1872	26.848076730966568
2/1872	27.005324810743332
3/1872	28.36500695347786
4/1872	30.004577785730362
5/1872	29.510409712791443
6/1872	29.055800795555115
7/1872	28.92512136697769
8/1872	28.91879630088806
9/1872	29.04984149336815
10/1872	29.180986493825912
11/1872	28.91917821764946
12/1872	27.85939645767212
1/1873	26.892927050590515
2/1873	27.038974285125732
3/1873	28.150710225105286
4/1873	29.84254416823387
5/1873	29.375203728675842
6/1873	29.07282555103302
7/1873	28.625682592391968
8/1873	28.893941402435303
9/1873	29.1456900537014
10/1873	29.538168042898178
11/1873	28.928164333105087
12/1873	27.52145329117775
1/1874	26.70276641845703
2/1874	26.90417832136154
3/1874	27.046115189790726
4/1874	27.418244749307632
5/1874	27.46423327922821
6/1874	28.306310445070267
7/1874	28.747253566980362
8/1874	29.243772327899933
9/1874	29.261505007743835
10/1874	29.646473228931427
11/1874	28.846577644348145
12/1874	27.629928290843964
1/1875	26.88411796092987
2/1875	27.03309527039528
3/1875	27.797097474336624
4/1875	29.484918296337128
5/1875	29.34514221549034
6/1875	29.07055750489235
7/1875	28.646023780107498
8/1875	29.005534529685974
9/1875	29.138857543468475
10/1875	29.69973611831665
11/1875	29.234656661748886
12/1875	28.022381991147995
1/1876	27.03591737151146
2/1876	27.203756421804428
3/1876	28.465837836265564
4/1876	29.866038531064987
5/1876	29.78988179564476
6/1876	29.102766185998917
7/1876	28.96107456088066
8/1876	28.68622761964798
9/1876	28.233839005231857
10/1876	28.575725585222244
11/1876	28.430220991373062
12/1876	27.5395487844944
1/1877	26.716610431671143
2/1877	27.02470150589943
3/1877	28.308209627866745
4/1877	29.904348343610764
5/1877	29.777698308229446
6/1877	29.301233738660812
7/1877	29.24448451399803
8/1877	28.7821062207222
9/1877	28.851882815361023
10/1877	29.737414121627808
11/1877	29.03462252020836
12/1877	27.918827891349792
1/1878	27.46322414278984
2/1878	27.745220065116882
3/1878	29.000284641981125
4/1878	30.480455100536346
5/1878	30.5507390499115
6/1878	29.887643188238144
7/1878	29.55596399307251
8/1878	29.343286454677582
9/1878	29.461880832910538
10/1878	29.835354030132294
11/1878	29.573402404785156
12/1878	28.263459503650665
1/1879	27.289553076028824
2/1879	27.31342649459839
3/1879	28.33401048183441
4/1879	29.28437951207161
5/1879	28.79339274764061
6/1879	28.26171788573265
7/1879	28.62745863199234
8/1879	29.165005922317505
9/1879	29.48811784386635
10/1879	29.613851457834244
11/1879	28.568530678749084
12/1879	27.751421570777893
1/1880	26.844801664352417
2/1880	27.55537322163582
3/1880	28.13580772280693
4/1880	28.413146018981934
5/1880	27.993738293647766
6/1880	28.267026156187057
7/1880	28.366482824087143
8/1880	28.486977696418762
9/1880	28.981121480464935
10/1880	29.13563695549965
11/1880	28.365549355745316
12/1880	27.543953329324722
1/1881	26.14404132962227
2/1881	26.388284027576447
3/1881	27.409689217805862
4/1881	27.983575254678726
5/1881	28.60322144627571
6/1881	28.846116572618484
7/1881	28.914269745349884
8/1881	29.389690816402435
9/1881	29.106256186962128
10/1881	29.094190537929535
11/1881	28.29552724957466
12/1881	27.16578111052513
1/1882	26.7329104244709
2/1882	27.403833031654358
3/1882	27.851093411445618
4/1882	28.117730170488358
5/1882	28.14508518576622
6/1882	28.372710347175598
7/1882	28.333419173955917
8/1882	28.46136274933815
9/1882	28.54340946674347
10/1882	28.504560887813568
11/1882	27.999934405088425
12/1882	27.370358526706696
1/1883	26.857907563447952
2/1883	27.230524718761444
3/1883	27.691966980695724
4/1883	28.052343368530273
5/1883	28.68504172563553
6/1883	29.07252398133278
7/1883	29.163505256175995
8/1883	28.945449113845825
9/1883	28.770171612501144
10/1883	28.671711802482605
11/1883	28.158025085926056
12/1883	27.835890531539917
1/1884	26.08863040804863
2/1884	25.67689535021782
3/1884	26.26770281791687
4/1884	27.842440396547318
5/1884	28.882944345474243
6/1884	29.124383628368378
7/1884	29.267975002527237
8/1884	29.36632028222084
9/1884	28.972279399633408
10/1884	28.79284843802452
11/1884	27.76765301823616
12/1884	25.666052609682083
1/1885	25.692766577005386
2/1885	26.124874114990234
3/1885	26.737592041492462
4/1885	27.030368208885193
5/1885	27.902720093727112
6/1885	29.444640547037125
7/1885	29.441814929246902
8/1885	29.074765980243683
9/1885	27.512182384729385
10/1885	27.996070951223373
11/1885	27.519314527511597
12/1885	27.625491470098495
1/1886	27.218233942985535
2/1886	27.634930431842804
3/1886	27.603600353002548
4/1886	28.199461579322815
5/1886	28.96629047393799
6/1886	29.305507481098175
7/1886	29.292098969221115
8/1886	28.809918522834778
9/1886	28.349547922611237
10/1886	28.26342710852623
11/1886	28.23534980416298
12/1886	27.690613567829132
1/1887	27.08711251616478
2/1887	26.9589883685112
3/1887	27.266218811273575
4/1887	27.985298931598663
5/1887	28.164723247289658
6/1887	28.807469576597214
7/1887	28.85180339217186
8/1887	28.547009080648422
9/1887	27.333670794963837
10/1887	27.67983591556549
11/1887	27.432281762361526
12/1887	26.074706971645355
1/1888	25.5436749458313
2/1888	26.159472733736038
3/1888	27.100317239761353
4/1888	28.491040140390396
5/1888	29.108087569475174
6/1888	29.013937920331955
7/1888	28.427165508270264
8/1888	28.42411097884178
9/1888	28.31374654173851
10/1888	28.29596346616745
11/1888	27.95332971215248
